,text,label,telegram_id
376,сидел два дня на крыше ничего не осталось вот они последствия украинского террора по каховской гэс подтоплены тысячи домов здания больниц школ производственных цехов погиб урожай скот херсонщина справится с ней вся россия на месте сейчас работают крымские спасатели на предстоящие сутки спланирована работа аэромобильной группировки главного управления мчс россии по республике крым это человек и единиц техники в том числе плавсредств на месте сейчас находится спецкор телеканала россия ольга курлаева крым,2,47838
377,мчс показало хулигана который помогает спасателям вскрывать двери при пожарах,2,205081
378,есть способа воспитать ребенка забить на него и дать залипать в телефоне это верный путь вырастить неудачника по жизни подписаться на канал умные игры здесь публикуют развивающие мозг игры от которых невозможно оторваться всего минут в день и через месяц ваш ребенок обгонит ровесников в развитии а через два прокачает нестандартное мышление и креативность kids_games канал который заслуживает место в ваших подписках,10,20218
379,движение по крымскому мосту восстановили об этом сообщили в фку упрдор тамань ранее сообщалось что на мосту проходят антитеррористические учения движение восстановили после их окончания крым,2,47839
380,базовое требование к любому месседжу в том числе и к антиэлитному заключается в том что он должен хотя бы в минимальной степени соответствовать биографии спикера если бы чикатило начал вещать о любви к ближнему то ему бы вряд ли поверили вот и пригожин его проблема в том что ему уже и до последнего времени ни в каком сочувствии к простым людям он замечен не был более того вся его предыдущая биография от грабежей за которые он сидел в молодости до бизнеса построенного на заработке от организации например школьного питания говорит о том что он привык за счёт этих самых людей наживаться и вот значит жил он так жил и тут вдруг осознал что это неправильно и бросился защищать интересы простого народа тех самых фраеров ушастых которых до этого вполне благополучно стриг так не бывает аббас галямов иноагент,1,124257
381,потребность в специалистах знающих языки и культуру рф и кнр возросла на фоне активного развития сотрудничества двух стран сообщила генеральный консул кнр во владивостоке пяо янфань на фоне бурного развития китайскороссийских отношений непрерывно развивается и расширяется деловое сотрудничество однако то и дело мы сталкиваемся с непониманием или недопонимаем так что круги образования прессы и культуры обеих стран несут на себе ответственность в налаживании взаимного познания слияния создания позитивного образа друг друга в настоящее время мы как никогда нуждаемся в кадрах знающих языки и культуры друг друга сказала дипломат на дальневосточном медиасаммите в рамках дискуссии межгосударственный диалог рф и китай во владивостоке,2,157372
382,на что обратить внимание сегодня ралли в российском itсекторе российский сектор информационных технологий намного опередил остальные сектора по итогам торгов июня соответствующий индекс moexit по итогам дня прибавил на втором месте оказался потребительский сектор с приростом на лидером сектора и всего индекса мосбиржи стал ozon за два дня его акции прибавили почти на новости об улучшении прогноза компании по торговому обороту яндекс в среду подорожал на headhunter в течение дня компании переписали максимумы года с майских минимумов индекс информационных технологий вырос на за это же время индекс мосбиржи полной доходности учитывает дивиденды прибавил лишь спрос на itсектор спровоцирован общим позитивом и как следствие ростом аппетита к риску у it традиционно более высокий коэффициент бета то есть они часто на общем росте рынка растут сильнее а на снижении быстрее падают отметили в бкс мир инвестиций в брокере полагают что несмотря на текущую перекупленность у headhunter и яндекса в среднесрочном периоде сохраняются перспективы роста российский рубль курс доллара на мосбирже утром июня превысил отметку выше этого уровня американская валюта торгуется впервые с апреля нисходящей динамике рубля способствуют относительно низкие цены на нефть сложившиеся с середины апреля такая конъюнктура не позволяют улучшить ситуацию с большим дефицитом госбюджета и недостаточным профицитом платежного баланса отметили в бкс в ук первая полагают что дальнейшая динамика российской валюты во многом будет зависеть от цен на нефть и динамики американской валюты в случае дальнейшего ужесточения монетарной политики стоит ожидать продолжения роста доллара сша в том числе по отношению к рублю полагают в управляющей компании турецкая лира турецкая лира продолжает обновлять минимумы утром июня курс доллара по отношению к лире достиг нового исторического максимума составив лир валюта турции дешевеет девятый торговый день подряд после прошедших в прошлом месяце в стране выборов власти турции приостановили продажи долларов для поддержания курса лиры это может означать что новая экономическая администрация правительства турции отказывается от валютных интервенций для поддержки курса лиры пишет bloomberg последний день для покупки акций под дивиденды __дивидендная доходность указана с учетом цены закрытия торгов июня __ fedex дивиденды на одну акцию дата выплаты июля дивдоходность другие важные события еврозона ввп первый квартал мск сша первичные обращения за пособиями по безработице мск россия международные резервы цб мск selfinvestor,5,9911
383,сводка,26,4877
384,президент казахстана токаев призвал реформировать совбез оон он предложил изменить совбез оон так чтобы голоса представителей средних держав там звучали более весомо и были услышаны мы являемся свидетелями подрыва основ мирового порядка который был построен с момента создания организации объединенных наций недавние новые кризисы начиная от и заканчивая вооруженными конфликтами угрожают хрупкой международной экосистеме мы также являемся свидетелями возвращения спустя лет прежнего разделяющего нас блокового мышления полагает токаев,12,124258
385,число погибших от отравления сидром в ульяновской области выросло с до госпитализированных с до,29,205082
386,единая россия выдвинула кандидатом на выборы губернатора магаданской области действующего главу сергея носова,29,124259
387,движение по крымскому мосту восстановлено фку упрдор тамань,12,124260
388,командир подразделения российских вс рассказал о ситуации на одном из участков запорожского направления,2,205083
389,итальянская компания работающая под брэндом deutzfahr сменила название в россии на агротехруссия и взяла в партнеры экспредседателя правления группы газ сергея занозина итальянское издание il fatto quotidiano так итальянской компании sdf group производит технику под брендом deutzfahr удалось возобновить поставки техники и комплектующих в россию для итальянцев российский рынок также важен как рынки китая индии и турции в целом итальянские компании не хотят уходить из россии подчеркивает издание по словам члена правления sdf group алессандро маритано компания агротехроссия остается эксклюзивным представителем брэнда deutzfahr в россию и продолжает оказывать всю необходимую поддержку клиентам,27,10538
390,путин __сегодня одна из наших важнейших неотложных задач оказание всесторонней помощи участникам специальной военной операции и их родным__,25,124261
391,ночью разбудили нас военные проснулись начали соседей поднимать реальная история жительниц херсонщины узнавшие о приближении воды после разрушения каховской гэс украинскими террористами на месте сейчас находится спецкор телеканала россия ольга курлаева крым,1,47840
392,граждане которые получили повестку но не явились в военкомат не смогут получить водительское удостоверение проект приказа мвд который устанавливает такие требования опубликован в среду июня для общественного обсуждения на портале проектов нормативных актов это касается не только тех кто получил повестку но в военкомат не пришел но и тех кто по всем данным должен был встать на воинский учет но этого не сделал российская газета briefly,14,124262
393,количество жертв в результате отравления сидром в ульяновской области выросло до госпитализировано человека,2,79588
394,один день из жизни продавца на ozonwb утра все идут на работу а он лежит в кровати просыпается в выбирает товар заказывает с китая а через недели перепродает в рф с наценкой работает часа и получает свои тысяч в месяц__ рабочий ли это день да загруженный вовсе нет сегодня уйти из найма проще простого главное читать проверенные источники например канал саши никитина там автор раскладывает все по полочкам как начать зарабатывать на маркетплейсах какие товары нужны и на чем делать жирные чеки в году самая простая профессия в интернете справится каждый nikitin,6,1585
395,человека пострадали в результате прорыва дамбы каховской гэс и подтопления районов херсонской области об этом тасс в четверг сообщили в медицинских службах,2,157373
396,продажи коньяка в рф за месяцев упали на водки на росалкогольрегулирование,5,124263
397,в госдуме предложили уменьшить срок отключения горячей воды летом до трех дней это предложение вицеспикер госдумы от лдпр борис чернышов направил министру строительства и жкх россии иреку файзуллину чернышов попросил уточнить главу министерства существуют ли на сегодняшний день ограничения не позволяющие сократить продолжительность отключений горячей воды до этого срока __на дворе год но до сих пор в большинстве районов москвы не говоря о других городах горячую воду отключают на десять дней__ пожаловался депутат риа новости чернышов предположил что современные технологии позволяют за три дня провести ежегодный ремонт и профилактику систем водоснабжения подписывайтесь на газетуru,2,16120
398,тяжелый бой идёт на первой линии обороны героическая рота часов сдерживает врага на запорожском фронте враг продолжает вводить резервы всеми силами стремясь порвать фронт на узком участке под г орехов в районе работино командование всу выбрало целью стык между двух ротных опорных пунктов куда и давит всеми силами по окопам одной нашей роты из полка враг часа непрерывно вел огонь из всех видов вооружения чтобы подавить наших а затем пошёл в атаку парней поддерживают соседние роты танкисты бойцы полка спецназа и разведки тяжелый бой продолжается очень активно работает артиллерия с обеих сторон tmervvoenkor,1,46871
399,гендиректор магатэ гросси сообщил в интервью риа новости что планирует обсудить в киеве российские обеспокоенности по поводу отношения украинских властей к плану безопасности запорожской аэс,2,205084
400,bloomberg президент сербии александр вучич объявил что в стране пройдут досрочные выборы в связи с продолжающимися протестами вучич столкнулся с критикой изза того что он ограничивает демократию он не назвал конкретную дату выборов но они будут третьими с года вучич и его премьерминистр ана брнабич сталкиваются с растущим гневом со стороны оппозиционных партий протесты проходят по всей сербии многие возмущены коррупцией и подавлением оппозиционных голосов в сми также были высказаны опасения по поводу двух массовых расстрелов и вспышки насилия между этническими сербами и властями соседнего косово подписаться,12,124264
401,в апреле общий объем потребительских кредитов в сша вырос на млрд долл до нового рекордного уровня в трлн долл что на больше по сравнению с прошлым годом общий долг по кредитным картам вырос до нового рекордного уровня в трлн долл что на больше чем в предыдущем году banksta,5,38141
402,на жителя кабардинобалкарии возбудили дело за госизмену по версии следствия он планировал уехать на украину и воевать в мусульманском корпусе кавказ по мнению следователей сразу после начала специальной военной операции эрик коноков списался с представителем мусульманского корпуса кавказ это подразделение участвует в боевых действиях на стороне украины коноков выступал резко против сво и по версии следствия к марту года решился отправиться на украину чтобы воевать против вс рф марта коноков приобрел билеты на поезд москва минск через белоруссию он планировал добраться до украины однако путешествие так и не началось мужчину задержали на конокова возбудили уголовное дело за покушение на госизмену,14,18393
403,по итогам первых месяцев этого года наблюдается сокращение объемов импорта большинства кормовых аминокислот в россию объем ввоза метионина снизился более чем на в годовом выражении и составил тыс тонн поставки лизина моногидрохлорида снизились на до тыс тонн бетаина на до тыс тонн валина почти на а триптофана на,27,10539
404,чукотка с июля может ограничить вывоз икры в ручной клади и багаже до кг на человека правительство поддержало законопроект который предусматривает присоединение региона к эксперименту по ограничению вывоза деликатеса для личного потребления об этом говорится в официальном отзыве кабмина меры касаются непромышленного изготовления то есть продажи икры лососевых без заводской упаковки и без маркировки известия briefly,29,124265
405,канцлер фрг шольц мы должны быть готовы к тому что нам еще долго придется помогать украине,12,157374
406,на фигуранта дела об экстремизме из кабардинобалкарии завели дело о покушении на госизмену после попытки присоединиться к украинскому мусульманскому корпусу эрик к из города терек в марте этого года оказался в сизо по статье о призывах к экстремизму за несколько месяцев полицейские вскрыли его телефон и нашли в нем переписку в viber с предположительно ильшатом ш из татарстана который служил в киевской теробороне а потом присоединился к мусульманскому батальону по указаниям из украины эрик купил билет на поезд до минска и инструкции по пересечению границы с украиной но воспользоваться ими не успел теперь его дело ведут следователи регионального управления фсб,14,16754
407,начинай свой день с уничтоженной рлс немецкого зрк irist slm,19,46156
408,совет директоров самолета рекомендовал дивиденды по итогам года не выплачивать selfinvestor,5,9912
409,банки казахстана начали отказываться принимать рублевые платежи от предпринимателей из россии об этом ведомостям рассказала лидер направления вэд импорт банка точка анна давыдова информацию подтвердил источник в банке из по его словам банк зафиксировал десятки возвратов платежей в рублях со стороны halyk bank fortebank rbk bank и bereke bank banksta,5,38142
410,на жителя кабардинобалкарии возбудили дело за госизмену по мнению следователей сразу после начала специальной военной операции эрик коноков списался с представителем мусульманского корпуса кавказ это подразделение участвует в боевых действиях на стороне украины коноков выступал резко против сво и по версии следствия к марту года решился отправиться на украину чтобы воевать против вс рф марта коноков приобрел билеты на поезд москва минск через беларусь он планировал добраться до украины однако путешествие так и не началось мужчину задержали baza,14,124266
411,часто говорят что это последний или один из последних трушных thinkpadов так как он имеет уйму заменяемых компонентов в этой статье я поделюсь своим опытом прокачки этого ноута thinkpad максимальное улучшение ноутбука подробный гайд по заменеустановке компонентов,4,57011
412,это практически пулитцер по фотографии при этом нельзя не заметить что образы детей и животных активно используются при освещении современных войн которые теперь проходят фактически онлайн с миллионами зрителей арабы конечно меньше используют или почти не используют образы собак а вот на обывателей христианскоиудейской цивилизации собаки очень даже хорошо заходят помимо общегуманитарной цели животных действительно жалко они тут ведь совсем были не при чем даже русских собак язык не повернется обвинить в коллективной ответственности за то что они не покусали путина хотя некоторым наверное хочется образы животных используют и в том что называется информационной войной в том числе в целях расчеловечивания противника и еще большего очеловечивания своих правда не у всех это получается одинаково эффективно для начала в качестве непременного условия надо действительно любить собак ну и людей наверное тоже хотя это не точно,1,124267
413,россия и оман подписали соглашение об избежании двойного налогообложения сообщает оманское информационное агентство,2,157375
414,россиянин убил жену и ребёнка а затем покончил жизнь самоубийством в сербии в панчево пригороде сербской столицы белграда были обнаружены тела российской семьи они приехали в сербию год назад дочь убитой от первого брака проживает в израиле она обратилась в сербскую полицию с просьбой проверить её мать педиатра ольгу геворкян которая не выходила на связь в течение часов прибыв к их месту проживания полиция опросила соседей и выяснила что семья ругалась на протяжении всех прошлых суток потом в квартире стало тихо взломав дверь сотрудники обнаружили тело ольги с ножевыми ранениями а сын был задушен отец семейства хирург ашот геворкян повесился сербские сми сообщают что незадолго до трагедии ольга разговаривала со своей подругой и жаловалась на психическое состояние мужа у него случались панические атаки порой он не узнавал сына и ни с кем не разговаривал,28,79589
415,папа франциск после операции спокойно провел эту ночь в больнице ватикан,28,124268
416,зеленский отрицает причастность украины к подрыву северных потоков я президент и я отдаю соответствующие приказы ничего подобного украина не делала я бы никогда так не поступил я ничего не знал на процентов я сказал покажите нам доказательства если предполагается что это сделали наши военные покажите нам доказательства заявил зеленский в интервью изданиям bild die welt и politico,1,157376
417,верховный суд вс опять напомнил что резолютивная часть опубликованного решения должна соответствовать тому что оглашалось в процессе вс повторяет это из года в год но судьи продолжают исправлять приговоры хотя теперь могут их не писать сразу в полном объеме перегрузка судов делами сохраняется как и требования не допускать волокиты отчего возникают ошибки которые затем как бы лишь редактируются однако попрежнему даже значимые несовпадения речи и текста не отменяют вынесенных вердиктов независимая газета briefly,1,124269
418,кадры с купянского направления от razved_dozor авиаудар планирующими авиабомбами с умпк по пункту временной дислокации всу пожар на складе боеприпасов всу после меткого попадания по нему из миномёта,2,46157
419,в екатеринбурге за ночь подожгли две парковки электросамокатов на одной стоянке кикшеринговых электросамокатов сгорели восемь средств передвижения на другой семь у всех самокатов горели передние и задние колеса огонь перекинулся на электронику и блоки с аккумуляторами в местном мвд не исключают что основная версия это поджог при этом как пишет justmedia накануне в соцсетях неизвестные публиковали сообщения в которых предлагали от до тысяч рублей за уничтожение самокатов подписывайтесь на газетуru,29,16121
420,binance чанпен чжао получил повестку в суд в адрес генерального директора крупнейшей криптовалютной биржи binance чанпена чжао направлена повестка документ направил окружной суд сша в вашингтоне повестка связана с иском комиссии по ценным бумагам и биржам сша повестка не обязывает чжао лично представать перед судом но он должен дать ответ после ее получения в соответствии с законом у руководителя binance на это есть день кстати в документе сказано что чжао постоянно проживает на острове мальта чжао как обычно отреагировал на плохие новости в своем твиттере он написал что все штатно это часть процесса полностью читайте на сайте hash telegraph,7,7909
421,всу пытаются наступать в запорожской области на данный момент все их попытки прорвать оборону закончились провалом и колоссальными потерями заявил риа новости рогов по его словам противник бросил на этот участок фронта максимальные силы военных и техники такого количества на этом направлении еще не использовалось,2,205085
422,,26,4878
423,администрация оренбурга отказала в проведении июня митинга в поддержку инициатив основателя чвк вагнер евгения пригожина об открытии второго фронта по борьбе с казнокрадством и коррупцией заявитель блогер денис веркашанцев обратился в ленинский районный суд города с иском об оспаривании решения органов местного самоуправления иск принят судом еаноренбург,14,124270
424,всу пытаются наступать в запорожской области на данный момент все их попытки прорвать оборону закончились провалом и колоссальными потерями пишет риа новости противник бросил на этот участок фронта максимальные силы военных и техники такого количества на этом направлении еще не использовалось пишет агентство,2,157377
425,эвакуируемым из зоны подтопления жителям херсонской области отправили гуманитарный груз из крыма для людей собрали вещи первой необходимости лекарства и продукты питания сообщил глава крыма сергей аксёнов __крым будет продолжать оказывать херсонской области всю необходимую помощь подчеркнул аксёнов __крым,2,47841
426,самое время включать рдк на полную и начинать параллельно движения в других местах а не там где ждали наверное в течение дня по идее,18,20219
427,я познакомил вас с эдом давно в пору первых наших гуманитарных конвоев с сергеем сергеевичем эд много ездил туда и по итогу ушел на контракт и остался и теперь сдерживает наступление хохла простой парень из коми с золотыми руками русский душевный честный потому и там,1,4879
428,склока между законной и незаконной армиями продолжается правоохранительные органы готовые бросать в автозаки за пустой лист бумаги и суды раздающие умопомрачительные сроки за дискредитацию в этот раз старательно отворачиваются не нашего маленького умишки это дело пусть старшие там сами решают нормальное мафиознофеодальное государство каждое сословие управляется своим собственным правовым механизмом единого правового пространства уже нет поэтому пространство для простых смердов и пространство для сиятельных господ это очень сильно разные пространства и нет никакого смысла даже пытаться их совмещать анатолий несмиян,1,124271
429,продолжается слив данных из крупных компаний пишут аналитики dlbi хакеры уже выложили данные askonaru gloriajeansru ашан и твой дом сейчас же выложены в свободный доступ частичные дампы с информацией клиентовпользователей предположительно книжного интернетмагазина буквоед интернетмагазина леруа мерлен сайта кулинарных рецептов edimdomaru и интернетмагазина одежды твое,4,157378
430,старт продаж квартиры с отделкой и видами на реку в хамовниках готовый элитный жилой комплекс находится на берегу москвыреки на саввинской набережной современная архитектура создана известным бюро цимайло ляшенко и партнеры на продажу предлагаются просторные квартиры с отделкой а также пентхаусы с террасами и каминами площадь лотов от до м² в отделке интерьеров используются только премиальные материалы надёжных брендов натуральный камень паркет благородные металлы на закрытой территории уютный внутренний ландшафтный парк к услугам жителей фитнесклуб спа бассейн детский развивающий клуб ресторан и продуктовая лавка с фермерскими продуктами а также просторный подземный паркинг с келлерами узнать подробности и записаться на просмотр у менеджера проекта в whatsapp подбор квартир в чатботе khamovnikisavvinskaya_bot,8,38143
431,в пятницу июня в йошкароле состоится всероссийская ярмарка трудоустройства работа россии время возможностей мероприятие пройдет в царевококшайском кремле с до часов на нем свои вакансии представят такие региональные предприятия как мп троллейбусный транспорт ао ммз ао зпп ао йошкаролинский мясокомбинат ао контакт зао сернурский сырзавод зао марийский завод силикатного кирпича и другие с полным перечнем работодателей можно ознакомиться здесь сообщает прессслужба мэрии йошкаролы,4,18952
432,администрация оренбурга отказала в проведении июня митинга в поддержку инициатив основателя чвк вагнер евгения пригожина об открытии второго фронта по борьбе с казнокрадством и коррупцией заявитель блогер денис веркашанцев обратился в ленинский районный суд города с иском об оспаривании решения органов местного самоуправления иск принят судом пригожин подписаться,14,1586
433,глава комитета госдумы по обороне андрей картаполов вновь заявляет что на сегодня необходимости мобилизации нет,2,124272
434,глава комитета госдумы по обороне андрей картаполов __никто смсками вызывать в военкоматы не будет потом уже будет выработана форма этой смски__,14,124273
435,в результате прорыва дамбы каховской гэс и последующего подтопления ряда районов херсонской области пострадали человека из них потребовалась госпитализация об этом сообщил тасс со ссылкой на источник в медицинских службах региона по данным агентства вода затопила более тысяч домов в населенных пунктах херсонской области сейчас идет эвакуация местных жителей всего из затопленных домов вывезли человек среди них более детей и маломобильных человека подписывайтесь на газетуru,29,16122
436,уровень воды для охлаждения заэс остаётся в норме после прорыва каховской гэс сообщили службы технического надзора,2,79591
437,__данные tradingview __открытие_рф selfinvestor,26,9913
438,число подписанных на соцсети американского футбольного клуба интер майами после объявления о переходе месси то есть за часов выросло почти в раза месси может дебютировать в составе интера июля в матче против мексиканского крус асуль цены на билеты на эту игру уже взлетели в раз,16,205086
